towers,bet,condition,iti,corr_choice,corr_key,difficulty,block_start,trial_start,stim_on,acc,trial_end,rt,part_choice,part_key,confidence,block_end,updated_score,condition_first,cue_on
stim_set/easy-164.png,fall.png,cooperation,3.75,stand,right,easy,,,,,,,,,,,,,
stim_set/easy-vcom=4-69.png,stand.png,cooperation,4.0,fall,left,easy,,,,,,,,,,,,,
stim_set/hard-334.png,stand.png,cooperation,2.75,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-132.png,stand.png,cooperation,3.0,stand,right,hard,,,,,,,,,,,,,
stim_set/easy-77.png,fall.png,cooperation,2.5,stand,right,easy,,,,,,,,,,,,,
stim_set/easy-vcom=1-12.png,stand.png,cooperation,2.25,fall,left,easy,,,,,,,,,,,,,
stim_set/hard-214.png,stand.png,cooperation,3.25,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-vcom=4-139.png,stand.png,cooperation,2.75,fall,left,hard,,,,,,,,,,,,,
stim_set/easy-vcom=4-126.png,fall.png,cooperation,2.5,fall,left,easy,,,,,,,,,,,,,
stim_set/hard-vcom=3-142.png,fall.png,cooperation,4.0,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-vcom=4-75.png,fall.png,cooperation,2.0,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-vcom=4-142.png,stand.png,cooperation,2.25,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-549.png,stand.png,cooperation,2.25,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-vcom=3-145.png,stand.png,cooperation,3.75,fall,left,hard,,,,,,,,,,,,,
stim_set/easy-vcom=3-15.png,stand.png,cooperation,3.0,fall,left,easy,,,,,,,,,,,,,
stim_set/hard-vcom=1-30.png,fall.png,cooperation,2.5,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-vcom=4-92.png,stand.png,cooperation,2.25,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-21.png,stand.png,cooperation,2.5,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-280.png,stand.png,cooperation,3.25,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-vcom=2-110.png,fall.png,cooperation,2.5,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-vcom=3-7.png,fall.png,cooperation,2.75,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-vcom=3-34.png,stand.png,cooperation,3.25,fall,left,hard,,,,,,,,,,,,,
stim_set/easy-vcom=4-19.png,stand.png,cooperation,2.25,fall,left,easy,,,,,,,,,,,,,
stim_set/hard-7.png,stand.png,cooperation,2.75,stand,right,hard,,,,,,,,,,,,,
stim_set/easy-590.png,fall.png,cooperation,4.0,stand,right,easy,,,,,,,,,,,,,
stim_set/hard-82.png,stand.png,cooperation,2.25,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-vcom=4-23.png,fall.png,cooperation,3.0,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-91.png,fall.png,cooperation,3.75,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-599.png,fall.png,cooperation,2.0,stand,right,hard,,,,,,,,,,,,,
stim_set/easy-411.png,stand.png,cooperation,2.0,stand,right,easy,,,,,,,,,,,,,
stim_set/easy-vcom=1-145.png,stand.png,cooperation,3.75,fall,left,easy,,,,,,,,,,,,,
stim_set/hard-40.png,stand.png,cooperation,3.0,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-vcom=2-16.png,stand.png,cooperation,2.25,fall,left,hard,,,,,,,,,,,,,
stim_set/hard-14.png,fall.png,cooperation,2.5,stand,right,hard,,,,,,,,,,,,,
stim_set/hard-vcom=3-82.png,fall.png,cooperation,2.5,fall,left,hard,,,,,,,,,,,,,
stim_set/easy-vcom=2-94.png,stand.png,cooperation,4.0,fall,left,easy,,,,,,,,,,,,,
stim_set/easy-vcom=3-74.png,fall.png,competition,2.25,fall,left,easy,0.000148542000033558,0.0007459170001311577,6.006628125000134,incorrect,10.699524750000137,0.9622749170000588,stand,right,3,,,,1.0125213750000057
stim_set/hard-vcom=1-136.png,fall.png,competition,3.25,fall,left,hard,,10.700274417000173,17.47449487500012,correct,24.011714833000042,1.741604334000158,fall,left,2,,,,11.710100167000064
stim_set/hard-369.png,fall.png,competition,3.0,stand,right,hard,,24.012257333000207,30.081581000000142,correct,36.50739791700016,1.0361647500001254,stand,right,4,,,,25.022585458000094
stim_set/hard-vcom=2-147.png,stand.png,competition,2.0,fall,left,hard,,36.507930375000115,43.72314141700008,correct,48.95463791700013,2.182636958000103,fall,left,2,,,,37.51812170800008
stim_set/hard-vcom=2-20.png,stand.png,competition,3.75,fall,left,hard,,48.955426333000105,56.13136670800009,correct,62.94323695800017,2.1347662090001904,fall,left,2,,,,49.965628667000146
stim_set/easy-vcom=1-73.png,fall.png,competition,4.0,fall,left,easy,,62.9438526670001,69.37489912500018,incorrect,76.16945658300006,1.4031980419999854,stand,right,3,,,,63.95442287500009
stim_set/hard-132.png,fall.png,competition,2.75,stand,right,hard,,76.17002008300005,82.32316195800013,incorrect,88.00060100000019,1.1145712499999263,fall,left,4,,,,77.18045091700014
stim_set/easy-vcom=2-20.png,stand.png,competition,3.0,fall,left,easy,,88.00117616700004,96.13265445800016,correct,101.91437941700019,3.0982939160001024,fall,left,3,,,,89.01183345800018
stim_set/hard-280.png,fall.png,competition,2.5,stand,right,hard,,101.91496462500004,108.01485841700014,correct,112.83811937500013,1.057803333000038,stand,right,4,,,,102.92494829200018
stim_set/hard-600.png,fall.png,competition,2.25,stand,right,hard,,112.8386512080001,119.15659304200017,correct,123.81942937500003,1.2853432500000963,stand,right,2,,,,113.8484893750001
stim_set/hard-334.png,stand.png,competition,3.25,stand,right,hard,,123.82005670800004,130.1148749580002,incorrect,136.35547650000012,1.2577296249999108,fall,left,3,,,,124.830743708
stim_set/easy-vcom=1-12.png,stand.png,competition,2.75,fall,left,easy,,136.3560231250001,142.506408792,correct,149.47461579200012,1.1078164159998778,fall,left,2,,,,137.36634012500008
stim_set/easy-vcom=2-147.png,fall.png,competition,2.5,fall,left,easy,,149.47513700000013,158.5231342500001,correct,164.2863896670001,4.007107167000186,fall,left,2,,,,150.48548070800007
stim_set/easy-590.png,stand.png,competition,4.0,stand,right,easy,,164.28711229200007,171.07452683300016,correct,178.19396125000003,1.7494537910001782,stand,right,3,,,,165.29783995800017
stim_set/hard-91.png,fall.png,competition,2.0,stand,right,hard,,178.19455137500017,184.33287225000004,correct,189.40176791700014,1.1033461249999164,stand,right,3,,,,179.2047634170001
stim_set/hard-vcom=1-95.png,stand.png,competition,2.25,fall,left,hard,,189.40232583300008,196.86446850000016,incorrect,201.4912015,2.4239552090000416,stand,right,3,,,,190.41270375
stim_set/hard-402.png,stand.png,competition,2.25,stand,right,hard,,201.49177866700006,207.62312704200008,incorrect,212.739904583,1.0893668329999855,fall,left,3,,,,202.50203041700001
stim_set/hard-49.png,fall.png,competition,3.75,stand,right,hard,,212.74044158300012,221.29811191700014,incorrect,229.01661883300017,3.514581165999971,fall,left,2,,,,213.75046866700018
stim_set/easy-vcom=4-69.png,stand.png,competition,3.0,fall,left,easy,,229.01721362500007,235.04794450000009,incorrect,241.48264929200013,0.9881492500001059,stand,right,3,,,,230.02800604200002
stim_set/easy-vcom=3-38.png,stand.png,competition,2.5,fall,left,easy,,241.48318320800013,248.5896663330002,correct,253.76456558300015,2.0642886250000174,fall,left,2,,,,242.49374516700004
stim_set/hard-vcom=3-7.png,fall.png,competition,2.25,fall,left,hard,,253.7651175000001,262.0896635830002,incorrect,268.132404208,3.2861142919998656,stand,right,2,,,,254.775440333
stim_set/easy-vcom=3-142.png,stand.png,competition,2.5,fall,left,easy,,268.1329410000001,274.5158133330001,incorrect,280.231538,1.3474902499999644,stand,right,3,,,,269.143222958
stim_set/hard-345.png,stand.png,competition,3.25,stand,right,hard,,280.23226625000007,287.0166444170002,correct,292.72300195800017,1.7508516249999957,stand,right,4,,,,281.242722875
stim_set/easy-164.png,stand.png,competition,2.5,stand,right,easy,,292.72354529200015,299.00635954200015,correct,304.62343662500007,1.2394961249999596,stand,right,4,,,,293.73406950000003
stim_set/hard-2.png,fall.png,competition,2.75,stand,right,hard,,304.6239360000002,311.348072625,correct,316.990712583,1.682858957999997,stand,right,3,,,,305.6341154170002
stim_set/hard-vcom=4-75.png,stand.png,competition,3.25,fall,left,hard,,316.991240458,322.92286654200007,correct,328.771297625,0.8891769999997905,fall,left,2,,,,318.0013577500001
stim_set/hard-40.png,stand.png,competition,2.25,stand,right,hard,,328.77185687500014,337.0731178330002,incorrect,342.8528657920001,3.259864124999922,fall,left,3,,,,329.7823097080002
stim_set/hard-vcom=2-100.png,fall.png,competition,2.75,fall,left,hard,,342.85352450000005,352.6809397500001,incorrect,358.2961767500001,4.788251791999983,stand,right,1,,,,343.8644132080001
stim_set/hard-vcom=3-145.png,stand.png,competition,4.0,fall,left,hard,,358.29681029200015,364.8146797920001,incorrect,371.72142362500017,1.4843771250000373,stand,right,3,,,,359.3072718330002
stim_set/hard-82.png,fall.png,competition,2.25,stand,right,hard,,371.7220822080001,380.20788058300013,correct,385.51596258300015,3.449795457999926,stand,right,2,,,,372.7322908330002
stim_set/easy-vcom=2-3.png,fall.png,competition,2.5,fall,left,easy,,385.5165181670002,391.564604292,incorrect,396.893331083,1.0073177500000838,stand,right,3,,,,386.52715879200014
